Username,ID,Gender,Age,Education,Race,Fluent,AgeEnglish,Country,consent
5eb031acf88798083686548a,h8nr4v2se2,Male,19,High School Graduate,Other/unknown,Yes,9,United Kingdom,on
5db6e588867c22000dfffa54,s4goxcscjy,Female,19,"Some College, no degree",White,Yes,0,Canada,on
5f0e30151296d515c73e7b39,4w7i13q7d1,Male,18,High School Graduate,White,Yes,0,Ireland,on
5f0f190c5fc48a0636bd891e,u7enrpnsps,Female,18,High School Graduate,Asian/Pacific Islander,Yes,0,England,on
5ea47ff57c48522b29976b79,ali3xvc8su,Male,18,High School Graduate,White,Yes,0,United Kingdom,on
57adbbe8bcf54e000152816b,frw3me4adr,Female,26,Some High School,White,Yes,0,UK,on
5ea6f5e4069d2408db69d9a2,l932bmlpxc,Female,59,High School Graduate,White,Yes,0,Uk,on
5edbb0a767bf0083cc63bd5c,8dfbn6b48s,Female,23,Associates degree,White,Yes,0,United Kingdom,on
5c43c3a3e72e1c000146e886,1umh6fijo4,Female,19,"Some College, no degree",Other/unknown,Yes,0,United Kingdom,on
5d47e1baff3efc001a89d8e5,ilk9chffb2,Female,32,High School Graduate,White,Yes,0,England,on
5f0c10b787a3fe533f292145,osj5n0gsl4,Female,26,High School Graduate,White,Yes,0,United Kingdom,on
5d5c6cc6f68762001a9009e0,7qdaagzlk6,Female,23,"Some College, no degree",Black,Yes,0,United Kingdom,on
5ee64cd142c24a0008de839b,5d5c5u755e,Female,45,Some High School,White,Yes,0,uk,on
5a3d20b858be2b0001983293,n2d0ocvgyl,Female,45,High School Graduate,White,Yes,0,england,on
5e558d73a9fedb0a01f7987c,1obi1v9581,Other,23,"Some College, no degree",White,Yes,0,Ireland,on
5c0950fa600aff0001d7049f,zirs1q2ty7,Female,35,High School Graduate,White,Yes,0,England,on
5f2850942f6ff9138b5dc71c,uga1mnnby3,Male,20,Bachelors degree,Black,Yes,2,United Kingdom,on
5f39a2c474eb5153935957b8,7l839b0jr7,Female,18,"Some College, no degree",White,Yes,0,United Kingdom,on
5e904c70d2668d34a40d37af,yjr26qrvbv,Female,33,High School Graduate,White,Yes,0,England,on
5f1eadf617e7c80008b0d2ae,o3rxht4kct,Female,19,"Some College, no degree",White,Yes,0,United Kingdom,on
5f1eadf617e7c80008b0d2ae,o3rxht4kct,Female,19,"Some College, no degree",White,Yes,0,United Kingdom,on
